id,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7uPVu05kl4tGCJ3KRUucBT,Mr. McAdams,Lil Dicky,53,0.817,0.499,5,-7.627,1,0.0943,0.291,0.0,0.153,0.808,137.924,audio_features,spotify:track:7uPVu05kl4tGCJ3KRUucBT,https://api.spotify.com/v1/tracks/7uPVu05kl4tGCJ3KRUucBT,https://api.spotify.com/v1/audio-analysis/7uPVu05kl4tGCJ3KRUucBT,156101,4
7MmtzAIcOnhKL8cjpdLitf,Deadly (feat. Victony),Stefflon Don,49,0.54,0.614,3,-6.922,0,0.36,0.504,0.0,0.118,0.781,95.955,audio_features,spotify:track:7MmtzAIcOnhKL8cjpdLitf,https://api.spotify.com/v1/tracks/7MmtzAIcOnhKL8cjpdLitf,https://api.spotify.com/v1/audio-analysis/7MmtzAIcOnhKL8cjpdLitf,182560,4
4XCIp44SX79A7spTo4O40y,CORLEONE,Saiko,64,0.787,0.558,6,-5.543,0,0.048,0.244,0.0,0.098,0.561,100.003,audio_features,spotify:track:4XCIp44SX79A7spTo4O40y,https://api.spotify.com/v1/tracks/4XCIp44SX79A7spTo4O40y,https://api.spotify.com/v1/audio-analysis/4XCIp44SX79A7spTo4O40y,201600,4
3pDAsFoenMVsbPFEkdGuXR,unpredictable thinGs,Riovaz,46,0.378,0.599,1,-5.919,1,0.0863,0.00846,0.0,0.114,0.377,219.634,audio_features,spotify:track:3pDAsFoenMVsbPFEkdGuXR,https://api.spotify.com/v1/tracks/3pDAsFoenMVsbPFEkdGuXR,https://api.spotify.com/v1/audio-analysis/3pDAsFoenMVsbPFEkdGuXR,148679,4
0qIjJaTqu5fWGzL9L11d7r,Trying,Ali Gatie,47,0.689,0.606,5,-7.779,1,0.0599,0.703,0.0,0.115,0.287,155.908,audio_features,spotify:track:0qIjJaTqu5fWGzL9L11d7r,https://api.spotify.com/v1/tracks/0qIjJaTqu5fWGzL9L11d7r,https://api.spotify.com/v1/audio-analysis/0qIjJaTqu5fWGzL9L11d7r,137728,4
6i0PAqQSb5R5bc5y1Lt3ZK,Deathbed,Troy Cartwright,43,0.396,0.275,9,-8.557,1,0.0302,0.891,5.51e-06,0.152,0.297,137.652,audio_features,spotify:track:6i0PAqQSb5R5bc5y1Lt3ZK,https://api.spotify.com/v1/tracks/6i0PAqQSb5R5bc5y1Lt3ZK,https://api.spotify.com/v1/audio-analysis/6i0PAqQSb5R5bc5y1Lt3ZK,187347,3
5sgsg92L5bCtrvyAGXvXPC,KILL ANYONE (feat. Ari Abdul),Two Feet,52,0.492,0.636,6,-8.066,0,0.0293,0.138,0.00647,0.0688,0.33,90.005,audio_features,spotify:track:5sgsg92L5bCtrvyAGXvXPC,https://api.spotify.com/v1/tracks/5sgsg92L5bCtrvyAGXvXPC,https://api.spotify.com/v1/audio-analysis/5sgsg92L5bCtrvyAGXvXPC,189333,4
1Rxx5MHJv03Qzt7sZUKGoO,I'd Hate Me Too,Susannah Joffe,36,0.379,0.741,4,-6.711,0,0.0661,0.125,0.0415,0.0929,0.282,185.841,audio_features,spotify:track:1Rxx5MHJv03Qzt7sZUKGoO,https://api.spotify.com/v1/tracks/1Rxx5MHJv03Qzt7sZUKGoO,https://api.spotify.com/v1/audio-analysis/1Rxx5MHJv03Qzt7sZUKGoO,248429,4
6gg9wuYw3WvZ6bdfUxWZui,EXCALIBUR,DUCKBOY,53,0.404,0.956,8,-1.554,1,0.0751,1.81e-05,0.00665,0.869,0.661,155.048,audio_features,spotify:track:6gg9wuYw3WvZ6bdfUxWZui,https://api.spotify.com/v1/tracks/6gg9wuYw3WvZ6bdfUxWZui,https://api.spotify.com/v1/audio-analysis/6gg9wuYw3WvZ6bdfUxWZui,163109,4
535x8FTM99UR6ZhZN8BM4A,Bad Feeling (Oompa Loompa),Jagwar Twin,39,0.699,0.806,11,-3.907,0,0.118,0.088,0.0,0.077,0.903,189.835,audio_features,spotify:track:535x8FTM99UR6ZhZN8BM4A,https://api.spotify.com/v1/tracks/535x8FTM99UR6ZhZN8BM4A,https://api.spotify.com/v1/audio-analysis/535x8FTM99UR6ZhZN8BM4A,133755,4
2Ss8ae4buw5Lq5O2F9YVoa,Broken Face,Elohim,39,0.523,0.3,10,-9.759,1,0.0499,0.841,0.0,0.12,0.198,62.134,audio_features,spotify:track:2Ss8ae4buw5Lq5O2F9YVoa,https://api.spotify.com/v1/tracks/2Ss8ae4buw5Lq5O2F9YVoa,https://api.spotify.com/v1/audio-analysis/2Ss8ae4buw5Lq5O2F9YVoa,172168,4
79ypLbXeRsgNgd3uZTOcY4,Dance Again,TWICE,64,0.688,0.832,10,-3.707,1,0.0574,0.173,0.0,0.0901,0.818,113.973,audio_features,spotify:track:79ypLbXeRsgNgd3uZTOcY4,https://api.spotify.com/v1/tracks/79ypLbXeRsgNgd3uZTOcY4,https://api.spotify.com/v1/audio-analysis/79ypLbXeRsgNgd3uZTOcY4,191707,4
1fx1ptytiaRIdnGLt6feeQ,You Can Have It,Kungs,48,0.755,0.9,0,-5.044,1,0.0594,0.00346,0.817,0.0684,0.504,125.972,audio_features,spotify:track:1fx1ptytiaRIdnGLt6feeQ,https://api.spotify.com/v1/tracks/1fx1ptytiaRIdnGLt6feeQ,https://api.spotify.com/v1/audio-analysis/1fx1ptytiaRIdnGLt6feeQ,232144,4
